WAREHOUSE,WHSE
WAREHOUSE,WRHSE
WATER,WTR
WATER WORKS,WATERWORKS
WAY,WY
WAYS,WYS
WELL,WL
WELLS,WLS
WENDLE,WENDEL
WENDLE,WENDELL
WEST,WST
WHITAKER,WHT
WIDENER,WIDENER
WISSAHICKON,WISSA
WISSAHICKON,WSSA
WOODLAND,WDL
WORLD,WRLD
YARD,YD
YARDS,YDS
YELLAND,YELLEN
